req,Kor,Eng,label
대용량 데이터 처리 시스템 설계 및 운영 경험이 있으신 분 AWS 클라우드 환경에서의 개발 및 운영 경험이 있으신 분 Airflow 구축 및 활용 경험이 있으신 분 컨테이너 기반 환경의 서비스 구축 경험이 있으신 분 다양한 시각화 툴과 분석 툴을 연동해서 데이터 검증 및 운영 효율을 높인 경험이 있으신 분,"용량, 데이터, 처리, 시스템, 설계, 및, 운영, 경험, 분, 클라우드, 환경, 개발, 및, 운영, 경험, 분, 구축, 및, 활용, 경험, 분, 컨테이너, 기반, 환경, 서비스, 구축, 경험, 분, 시각, 툴, 분석, 툴, 연동, 데이터, 검증, 및, 운영, 효율, 경험, 분","aws, airflow",데이터 엔지니어
데이터 파이프라인 구축 대용량 데이터 처리 경험이 있으신 분 데이터 엔지니어 업무를 3년 이상 수행하신 분 다차원 모델링을 통한 DW DM 설계 역량을 보유하신 분 SQL 사용 및 튜닝 역량 Java back end 개발자이면서 빅 데이터 환경을 경험해 보신 분 Java spring python 개발 역량이 있으신 분 클라우드 환경 빅 데이터 환경 경험해 보신 분,"데이터, 파이프라인, 구축, 용량, 데이터, 처리, 경험, 분, 데이터, 엔지니어, 업무, 이상, 수행, 분, 다차원, 모델링, 통한, 설계, 역량, 보유, 분, 사용, 및, 튜닝, 역량, 개발자, 면서, 빅, 데이터, 환경, 경험, 보신, 분, 개발, 역량, 분, 클라우드, 환경, 빅, 데이터, 환경, 경험, 보신, 분","dw, dm, sql, java, back, end, java, spring, python",데이터 엔지니어
유관 경력 5년 이상 Java Kotlin Scala Python 중 1개 이상 언어로 백엔드 서버 개발 역량이 있으신 분 SQL상급 Python 중급 이상의 역량이 있으신 분 신용평가모형 개발 환경 제도 규제에 대한 이해를 바탕으로 데이터마트를 주도적으로 설계 구축 운영한 경험이 있으신 분 다양한 시각화 툴과 분석 툴을 연동해서 운영 효율을 높인 경험이 있으신 분 Airflow 운영 및 트러블슈팅이 가능하신 분,"유관, 경력, 이상, 중, 개, 이상, 언어, 백엔드, 서버, 개발, 역량, 분, 상급, 중, 이상, 역량, 분, 신용, 평가, 모형, 개발, 환경, 제도, 규제, 대한, 이해, 바탕, 데이터마트, 주도, 설계, 구축, 운영, 경험, 분, 시각, 툴, 분석, 툴, 연동, 운영, 효율, 경험, 분, 운영, 및, 트러블, 슈팅, 분","java, kotlin, scala, python, sql, python, airflow",데이터 엔지니어
데이터 어플리케이션 개발을 위한 개발 역량을 갖추신 분 Kotlin Java Python Go Scala중 한가지 이상 대용량 분산 시스템 Hadoop Kafka Spark 등 활용 경험 MSA 환경에서 대용량 데이터 처리 및 준 실시간 데이터 처리 경험,"데이터, 어플리케이션, 개발, 위, 개발, 역량, 분, 중, 한가지, 이상, 용량, 분산, 시스템, 등, 활용, 경험, 환경, 용량, 데이터, 처리, 및, 준, 실시간, 데이터, 처리, 경험","kotlin, java, python, go, scala, hadoop, kafka, spark, msa",데이터 엔지니어
3 5년 이상의 AWS GCP등 cloud native 환경에서의 데이터 인프라 구축 및 운영 경험을 가지 고 있습니다 안정적이고 확장가능한 데이터 제품을 설계하고 이를 서빙하기 위해 필요한 사항을 직접 구현할 수 있습니다 높은 코드 퀄리티와 아키텍쳐 수준을 지향하며 이를 데이터 플랫폼 및 데이터 제품에 녹여낼 수 있 습니다 Airflow와 같은 workflow orchestrator Prefect Oozie등 에 대한 이해와 이를 활용한 workflow 개발 경험이 있습니다 CS 전공자 또는 그에 상응하는 알고리즘 데이터구조 OS 데이터베이스 등 기본적인 전산 지식을 보유하고 이를 업무에 활용할 수 있습니다,"이상, 등, 환경, 데이터, 인프라, 구축, 및, 운영, 경험, 가지, 고, 안정, 확장, 데이터, 제품, 설계, 서빙, 위해, 사항, 직접, 구현, 수, 코드, 퀄리티, 아키텍쳐, 수준, 지향, 데이터, 플랫폼, 및, 데이터, 제품, 낼, 수, 등, 대한, 이해, 활용, 개발, 경험, 전공자, 그, 상응, 알고리즘, 데이터, 구조, 데이터베이스, 등, 기본, 전산, 지식, 보유, 업무, 활용, 수","aws, gcp, cloud, native, airflow, workflow, orchestrator, prefect, oozie, workflow, cs, os",데이터 엔지니어
3년 이상의 개발 관련 백엔드 or DBA 등 경험 및 그 중 1년 이상의 데이터 엔지니어링 경험이 있으신 분 Python Java 중 하나 이상의 언어를 이용한 어플리케이션 경험이 있으신 분 대용량 데이터 처리를 위한 플랫폼 구축 및 발생되는 이슈들을 해결하고 싶으신 분 AWS의 다양한 데이터 분석 서비스들을 접하고 싶으신 분 DB에 대한 이해도가 높으시고 SQL 작성 역량을 가지신 분,"이상, 개발, 관련, 백엔드, 등, 경험, 및, 그, 중, 이상, 데이터, 엔지니어링, 경험, 분, 중, 하나, 이상, 언어, 이용, 어플리케이션, 경험, 분, 용량, 데이터, 처리, 위, 플랫폼, 구축, 및, 발생, 이슈, 해결, 분, 의, 데이터, 분석, 서비스, 접, 분, 대한, 이해도, 작성, 역량, 분","or, dba, python, java, aws, db, sql",데이터 엔지니어
소프트웨어 개발 라이프 사이클 전반에 걸쳐 품질 관리 경험이 있으신 분 테스트케이스 설계가 가능하며 결함 관리 시스템 JIRA 에 대한 경험이 있으신 분 데이터 검수 혹은 소프트웨어 QA 엔지니어링 경력이 1년 이상이신 분,"소프트웨어, 개발, 라이프, 사이클, 전반, 품질, 관리, 경험, 분, 테스트, 케이스, 설계, 결함, 관리, 시스템, 대한, 경험, 분, 데이터, 검수, 소프트웨어, 엔지니어링, 경력, 이상, 분","jira, qa",데이터 엔지니어
Python SQL 웹크롤링 ETL AWS git 부동산 개발 투자 지식 및 고급 지표화 개발 경험,"웹, 크롤, 링, 부동산, 개발, 투자, 지식, 및, 고급, 지표, 개발, 경험","python, sql, etl, aws, git",데이터 엔지니어
학력 학사이상 경력 3년 이상 데이터 수집 및 전처리 구축 경험이 있는 3년 이상의 경력자 또는 그에 준하는 실력을 갖춘 분 숙련된 SQL 능력과 Python 데이터 처리 경험을 보유한 분,"학력, 학사, 이상, 경력, 이상, 데이터, 수집, 및, 처리, 구축, 경험, 이상, 경력, 그, 준, 실력, 분, 숙련, 능력, 데이터, 처리, 경험, 보유, 분","sql, python",데이터 엔지니어
데이터 플랫폼 개발 혹은 거버넌스 업무 경력이 3년 이상이거나 이에 준하는 실력을 보유하신 분 SQL을 활용하여 기술통계를 처리하고 데이터를 분석할 수 있는 분 Python 프로그래밍이 가능하신 분,"데이터, 플랫폼, 개발, 거버넌스, 업무, 경력, 이상, 거나, 이, 준, 실력, 보유, 분, 활용, 술통, 처리, 데이터, 분석, 수, 분, 프로그래밍, 분","sql, python",데이터 엔지니어
컴퓨터 과학 공학 또는 관련 분야에서 학사 이상의 학위 소지 데이터 ML 소프트웨어 엔지니어링 분야에서 5년 이상의 경험 Airflow Prefect Dagster 등의 도구를 사용한 ETL ELT 파이프라인과 데이터 오케스트레이션에 대한 경험 AWS Azure GCP Snowflake Databricks 등의 클라우드 기반 데이터 솔루션에 대한 경험 Python과 SQL에 대한 숙련도 버전 관리와 협업을 위한 Git Github에 대한 숙련도 소프트웨어 컨테이너화 및 오케스트레이션을 위한 Docker Docker Compose에 대한 숙련도 뛰어난 문제 해결 능력 및 협업 능력,"컴퓨터, 과학, 공학, 관련, 분야, 학사, 이상, 학위, 소지, 데이터, 소프트웨어, 엔지니어링, 분야, 이상, 경험, 등, 도구, 사용, 파이프라인, 데이터, 케스트, 레이, 션, 대한, 경험, 등, 클라우드, 기반, 데이터, 솔루션, 대한, 경험, 과, 대한, 숙련, 버전, 관리, 협업, 위, 대한, 숙련, 소프트웨어, 컨테이너화, 및, 케스트, 레이, 션, 위, 대한, 숙련, 문제, 해결, 능력, 및, 협업, 능력","ml, airflow, prefect, dagster, etl, elt, aws, azure, gcp, snowflake, databricks, python, sql, git, github, docker, docker, compose",데이터 엔지니어
유관 경력 5년 이상이신 분 복잡하고 반복적인 문제를 단순화 및 자동화하여 해결하고 싶으신 분 데이터 파이프라인 ETL 개발 경험이 있으신 분 SQL Python을 이용한 서비스 개발 경험이 있으신 분 Airflow 등 Workflow Tool 개발 및 운영 경험이 있으신 분 분석 업무를 위한 데이터 마트 구축 및 운영 경험을 보유하신 분 구글 클라우드 운영 및 관리 경험이 있으신 분,"유관, 경력, 이상, 분, 반복, 문제, 단순화, 및, 자동화, 해결, 분, 데이터, 파이프라인, 개발, 경험, 분, 이용, 서비스, 개발, 경험, 분, 등, 개발, 및, 운영, 경험, 분, 분석, 업무, 위, 데이터, 마트, 구축, 및, 운영, 경험, 보유, 분, 구글, 클라우드, 운영, 및, 관리, 경험, 분","etl, sql, python, airflow, workflow, tool",데이터 엔지니어
3년 이상 대용량 데이터 처리 시스템 개발 및 운영 경험 혹은 이에 준하는 역량이 있으신 분 클라우드 환경에서의 데이터 플랫폼 구축 및 운영이 가능하신 분 하나 이상의 백엔드 프로그래밍 언어 Python Scala Java Go 등 에 능숙하신 분 Airflow 등을 활용한 워크플로우 관리 경험이 있으신 분,"이상, 용량, 데이터, 처리, 시스템, 개발, 및, 운영, 경험, 이, 준, 역량, 분, 클라우드, 환경, 데이터, 플랫폼, 구축, 및, 운영, 분, 하나, 이상, 백엔드, 프로그래밍, 언어, 등, 분, 등, 활용, 워크플로우, 관리, 경험, 분","python, scala, java, go, airflow",데이터 엔지니어
경력 1년 이상,"경력, 이상",,데이터 엔지니어
관련 업무 경험 3년 이상인 분 Postgresql Oracle MySQL MariaDB 등 DB 스키마 설계 구현 경험 SQL Stored Procedure 작성 능력이 있는 분 ER 다이어그램 작성 능력 데이터베이스에 대한 이해가 있으신 분 데이터베이스 튜닝으로 성능 향상 경험이 있으신 분,"관련, 업무, 경험, 이상인, 분, 등, 스키마, 설계, 구현, 경험, 작성, 능력, 분, 다이어그램, 작성, 능력, 데이터베이스, 대한, 이해, 분, 데이터베이스, 튜닝, 성능, 향상, 경험, 분","postgresql, oracle, mysql, mariadb, db, sql, stored, procedure, er",데이터 엔지니어
유관 경험 경력 2년 이상이신 분 C C 경험이 있으신 분 차량 Network 진단 데이터 개발 경험이 있으신 분,"유관, 경험, 경력, 이상, 분, 경험, 분, 차량, 진단, 데이터, 개발, 경험, 분","c, c, network",데이터 엔지니어
비동기처리에 대한 이해 네트워크 및 웹서비스에 대한 이해 텍스트 데이터에 대한 처리 경험,"비, 처리, 대한, 이해, 네트워크, 및, 웹서비스, 대한, 이해, 텍스트, 데이터, 대한, 처리, 경험",,데이터 엔지니어
웹서비스에 대한 이해 RDS에 대한 이해 NodeJS 개발 경력,"웹서비스, 대한, 이해, 대한, 이해, 개발, 경력","rds, nodejs",데이터 엔지니어
학력 초대졸 이상 경력 2년 8년 컴퓨터 관련 학과 졸업 혹은 그에 상응하는 역량을 보유하신 분 소프트웨어 공학 및 테스팅 도메인 지식이 있으신 분 웹 UI 검증 진행 경험이 있으신 분 해외여행에 결격사유가 없는 자,"학력, 초대, 졸, 이상, 경력, 컴퓨터, 관련, 학과, 졸업, 그, 상응, 역량, 보유, 분, 소프트웨어, 공학, 및, 테, 스팅, 도메인, 지식, 분, 웹, 검증, 진행, 경험, 분, 해외여행, 결격, 사유, 자",ui,데이터 엔지니어
학력 초대졸 이상 경력 신입 컴퓨터 관련 학과 졸업 혹은 그에 상응하는 역량을 보유하신 분 긍정적인 마인드와 유연한 커뮤니케이션 능력이 있으신 분 해외여행에 결격사유가 없는 자,"학력, 초대, 졸, 이상, 경력, 신입, 컴퓨터, 관련, 학과, 졸업, 그, 상응, 역량, 보유, 분, 긍정, 마인드, 커뮤니케이션, 능력, 분, 해외여행, 결격, 사유, 자",,데이터 엔지니어
경력 5년 이상 데이터 엔지니어 경력자 SQL을 사용해 Raw Data를 추출하고 가공하여 데이터 분석이 가능한 분 클라우드 환경 AWS 에서의 데이터 플랫폼 설계 및 구축 경험 ETL 솔루션 사용 능력 다양한 툴이나 분석 방법론에 대해서 새롭게 학습하고 적용할 수 있는 분,"경력, 이상, 데이터, 엔지니어, 경력, 사용, 를, 추출, 가공, 데이터, 분석, 분, 클라우드, 환경, 데이터, 플랫폼, 설계, 및, 구축, 경험, 솔루션, 사용, 능력, 툴, 분석, 방법론, 대해, 학습, 적용, 수, 분","sql, raw, data, aws, etl",데이터 엔지니어
Python Java Scala Javascript 등의 언어를 이용하여 프로그램 작성이 가능하신 분 Spark Hadoop Hive 등 하둡 관련 시스템 유경험자 데이터 시각화에 관심 있으신 분 수집 자동화 프로그램 작성 유경험자 SQL 작성 가능자,"등, 언어, 이용, 프로그램, 작성, 분, 등, 하둡, 관련, 시스템, 유, 경험, 데이터, 시각, 관심, 분, 수집, 자동화, 프로그램, 작성, 유, 경험, 작성, 가능","python, java, scala, javascript, spark, hadoop, hive, sql",데이터 엔지니어
이런 동료를 찾습니다 2년 이상의 유관 업무 경력이 있으신 분 오픈 소스 솔루션 기반의 데이터 플랫폼 개발 및 운영 역량이 있으신 분 대용량 데이터 처리 및 분석을 위한 시스템 요구 사항을 이해하고 구축 경험이 있으신 분 Spark을 이용한 빅데이터 처리 경험이 있으신 분 Airflow Jenkins 운영 경험이 있으신 분 SQL Python에 대한 기술 역량이 있으신 분 프로젝트 관리 및 문제 해결 역량이 있으신 분 높은 창의성 혁신성 결과 지향적 사고 역량이 있으신 분,"동료, 이상, 유관, 업무, 경력, 분, 오픈, 소스, 솔루션, 기반, 데이터, 플랫폼, 개발, 및, 운영, 역량, 분, 용량, 데이터, 처리, 및, 분석, 위, 시스템, 요구, 사항, 이해, 구축, 경험, 분, 이용, 빅데이터, 처리, 경험, 분, 운영, 경험, 분, 대한, 기술, 역량, 분, 프로젝트, 관리, 및, 문제, 해결, 역량, 분, 창의성, 혁신, 결과, 지향, 사고, 역량, 분","spark, airflow, jenkins, sql, python",데이터 엔지니어
유관 업무 최소 3년 이상이신 분 Python 언어에 능숙하신 분 BigQuery MYSQL 등 DBA 능력을 갖추신 분 하이퍼 캐주얼 게임을 즐겨하시고 아이디어를 발굴 기획하는데 관심이 많으신 분,"유관, 업무, 최소, 이상, 분, 언어, 분, 등, 능력, 분, 하이퍼, 캐, 주얼, 게임, 아이디어, 발굴, 기획, 관심, 분","python, bigquery, mysql, dba",데이터 엔지니어
데이터 프로세싱 데이터 구조 최적화 분산 아키텍처에 대한 경험과 이해 보유 CI CD 프로세스에 대한 이해도 Python PANDAS SQL 기타 언어를 이용한 데이터 처리 경험 비즈니스에 맞는 백엔드 아키텍처를 제안할 수 있는 분,"데이터, 프로세싱, 데이터, 구조, 최적화, 분산, 아키텍처, 대한, 경험, 이해, 보유, 프로세스, 대한, 이해도, 기타, 언어, 이용, 데이터, 처리, 경험, 비즈니스, 백엔드, 아키텍처, 제안, 수, 분","ci, cd, python, pandas, sql",데이터 엔지니어
5년 이상 10년 이하의 클라우드 기반 데이터 플랫폼 구축 및 운영에 익숙한 분 데이터 어플리케이션 개발을 위한 프로그래밍 언어 Python 등 스킬을 보유한 분 데이터 ETL 파이프라인 구축 및 운영 경험이 있는 분 새로운 기술 및 트렌드를 추적하고 실 업무에 적용해보는 열정과 도전의식이 있는 분,"이상, 이하, 클라우드, 기반, 데이터, 플랫폼, 구축, 및, 운영, 분, 데이터, 어플리케이션, 개발, 위, 프로그래밍, 언어, 등, 스킬, 보유, 분, 데이터, 파이프라인, 구축, 및, 운영, 경험, 분, 기술, 및, 트렌드, 추적, 실, 업무, 적용, 열정, 도전, 의식, 분","python, etl",데이터 엔지니어
스타트업에서 데이터 파이프라인 인프라 구축 경험이 있는 분 스타트업 근무 경력자 및 근무 희망자 플랫폼 O2O 비즈니스에 대한 관심과 경험이 있으신 분 데이터 플랫폼을 주도적으로 만들어보신 분 앱 데이터를 분석하고 이를 바탕으로 프로덕트를 개선한 경험이 있으신 분,"스타트업, 데이터, 파이프라인, 인프라, 구축, 경험, 분, 스타트업, 근무, 경력, 및, 근무, 희망, 플랫폼, 비즈니스, 대한, 관심, 경험, 분, 데이터, 플랫폼, 주도, 보신, 분, 앱, 데이터, 분석, 바탕, 프로덕트, 개선, 경험, 분","o, o",데이터 엔지니어
Python Node js 서버 설계 및 구현 경험이 있으신 분 요구사항에 따른 SQL 모델링 및 최적화 경험이 있으신 분 Linux 기반 개발 경험 우수한 커뮤니케이션 능력과 협업능력을 갖추신 분 컴퓨터 공학 관련 전공 졸업자,"서버, 설계, 및, 구현, 경험, 분, 요구사항, 모델링, 및, 최적화, 경험, 분, 기반, 개발, 경험, 커뮤니케이션, 능력, 협업, 능력, 분, 컴퓨터, 공학, 관련, 전공, 졸업","python, node, js, sql, linux",데이터 엔지니어
이런 동료를 찾습니다 유관 업무 경력이 2년 이상이신 분 머신러닝 및 수학적 모델링의 데이터 전처리 및 개발 전반을 이해하시고 개선할 수 있는 분 SQL NoSQL Python R 등 데이터 분석 툴 사용에 능숙하며 데이터 시각화 툴을 활용해 대시보드 구축이 가능하신 분 AI 개발을 위해 데이터 추출 전처리 분석 AI 모델 개발까지 데이터 분석 전 과정을 경험해보신 분 문제 정의 기획 데이터수집 전처리 분석 모델링 가능하신 분 데이터를 관리 및 분석하고 AI 모델을 고도화하기 위해 다양한 기술을 적용할 수 있는 분 비즈니스의 최전선에서 데이터 기반의 설득력을 통해 혁신을 만들어 내고 싶은 분 기획 운영 AI 개발 3D 개발 HW 개발 데이터 가공 등 다양한 직군과 원활한 커뮤니케이션 및 협업이 가능하신 분,"동료, 유관, 업무, 경력, 이상, 분, 머신, 러닝, 및, 수학, 모델링, 데이터, 처리, 및, 개발, 전반, 이해, 개선, 수, 분, 등, 데이터, 분석, 툴, 사용, 데이터, 시각, 툴, 활용, 대시보드, 구축, 분, 개발, 위해, 데이터, 추출, 처리, 분석, 모델, 개발, 데이터, 분석, 전, 과정, 경험, 분, 문제, 정의, 기획, 데이터, 수집, 처리, 분석, 모델링, 분, 데이터, 관리, 및, 분석, 모델, 고도화, 위해, 기술, 적용, 수, 분, 비즈니스, 최전선, 데이터, 기반, 설득, 통해, 혁신, 분, 기획, 운영, 개발, 개발, 개발, 데이터, 가공, 등, 직, 커뮤니케이션, 및, 협업, 분","sql, nosql, python, r, ai, ai, ai, ai, d, hw",데이터 엔지니어
데이터 솔루션이나 플랫폼 구축 프로젝트 관련 수행 경험이 있는 분 8년 이상 ETL 프로세스 클라우드 기반 Data Pipeline에 대한 지식과 활용능력을 보유한 분 데이터 처리와 관련하여 Python SQL을 능숙하게 활용 가능한 분 신규 데이터 관련 기술에 대한 호기심을 바탕으로 프로토타이핑을 즐기는 분 데이터 분석가 서비스 기획가 및 데이터 사이언티스트 간의 명확한 커뮤니케이션이 가능한 분,"데이터, 솔루션, 플랫폼, 구축, 프로젝트, 관련, 수행, 경험, 분, 이상, 프로세스, 클라우드, 기반, 대한, 지식, 활용, 능력, 보유, 분, 데이터, 처리, 관련, 활용, 분, 신규, 데이터, 관련, 기술, 대한, 호기심, 바탕, 프로토타이핑, 분, 데이터, 분석, 서비스, 기획, 및, 데이터, 티스, 트, 간의, 커뮤니케이션, 분","etl, data, pipeline, python, sql",데이터 엔지니어
클라우드 환경에 대한 이해와 경험이 있는 분 클라우드 환경의 Serverless 데이터베이스 운영 SQL 쿼리 작성 능력이 있는 분 데이터 분석가 데이터 엔지니어 및 타 부서와의 커뮤니케이션이 원활한 분 비즈니스 요건에 맞는 백엔드 아키텍처 제안을 할 수 있는 분 직무관련 경험 3년 이상,"클라우드, 환경, 대한, 이해, 경험, 분, 클라우드, 환경, 데이터베이스, 운영, 쿼리, 작성, 능력, 분, 데이터, 분석, 데이터, 엔지니어, 및, 타, 부서, 커뮤니케이션, 분, 비즈니스, 요건, 백엔드, 아키텍처, 제안, 수, 분, 직무, 관련, 경험, 이상","serverless, sql",데이터 엔지니어
데이터 솔루션이나 플랫폼 구축 프로젝트 관련 수행 경험이 있는 분 ETL 프로세스 클라우드 기반 Data Pipeline Data Lake에 대한 지식과 활용능력을 보유한 분 데이터 처리와 관련하여 Python SQL을 능숙하게 활용 가능한 분 신규 데이터 관련 기술에 대한 호기심을 바탕으로 프로토타이핑을 즐기는 분 데이터 분석가 서비스 기획가 및 데이터 사이언티스트 간의 명확한 커뮤니케이션이 가능한 분,"데이터, 솔루션, 플랫폼, 구축, 프로젝트, 관련, 수행, 경험, 분, 프로세스, 클라우드, 기반, 대한, 지식, 활용, 능력, 보유, 분, 데이터, 처리, 관련, 활용, 분, 신규, 데이터, 관련, 기술, 대한, 호기심, 바탕, 프로토타이핑, 분, 데이터, 분석, 서비스, 기획, 및, 데이터, 티스, 트, 간의, 커뮤니케이션, 분","etl, data, pipeline, data, lake, python, sql",데이터 엔지니어
산업 공학 컴퓨터 공학 등 관련 전공자 소프트웨어 개발 및 프로젝트 관리에 대한 광범위한 경험 CI CD 툴 능숙자 원활한 의사소통 및 프레젠테이션 기술,"산업, 공학, 컴퓨터, 공학, 등, 관련, 전공자, 소프트웨어, 개발, 및, 프로젝트, 관리, 대한, 경험, 툴, 능, 숙자, 의사소통, 및, 프레, 젠, 테이, 션, 기술","ci, cd",데이터 엔지니어
해당 경력 5년차 이상 또는 이에 상응하는 업무 능력 보유 Spark Hive Presto Elastic Stack 등을 이용한 데이터 파이프라인 설계 구축 운영 경험 Python Scala Java 중 하나 이상을 사용해 프로그래밍 경험하신 분 중급 이상의 SQL 작성 능력,"해당, 경력, 이상, 이, 상응, 업무, 능력, 보유, 등, 이용, 데이터, 파이프라인, 설계, 구축, 운영, 경험, 중, 하나, 이상, 사용, 프로그래밍, 경험, 분, 중, 이상, 작성, 능력","spark, hive, presto, elastic, stack, python, scala, java, sql",데이터 엔지니어
1년 이상의 경험이 있는 분 SQL Python으로 Kaggle 또는 데이터 업무 진행 경험이 있는 분 프로그래밍 언어에 익숙하신 분 머신러닝 컨셉에 대한 심도깊은 이해력을 가지신 분 실제 API 서비스를 배포하고 운영해 본 경험이 있는 분 데이터 분석 결과에서 얻은 인사이트로 액션을 주도적으로 제안할 수 있는 분 프로젝트를 주도적으로 해결해 본 분,"이상, 경험, 분, 데이터, 업무, 진행, 경험, 분, 프로그래밍, 언어, 분, 머신, 러닝, 컨셉, 대한, 이해력, 분, 실제, 서비스, 배포, 운영, 경험, 분, 데이터, 분석, 결과, 인사이트, 액션, 주도, 제안, 수, 분, 프로젝트, 주도, 해결, 분","sql, python, kaggle, api",데이터 엔지니어
웹 프레임워크 e g Flask Django 를 능숙하게 다루시는 분 Cloud hosting service e g AWS 를 능숙하게 다르시는 분 프로덕션 환경에서 웹 서버를 구축하고 운영해보신 분,"웹, 프레임워크, 를, 분, 를, 분, 프로덕션, 환경, 웹, 서버, 구축, 운영, 분","e, g, flask, django, cloud, hosting, service, e, g, aws",데이터 엔지니어
따라서 아래 기준에 잘 맞는 분을 찾습니다 RDB or NoSQL 데이터베이스에 대한 경험이 있으신 분 프로덕션 환경에서 파이썬 Python 프로그래밍 및 스크립팅 개발 경험이 있으신 분 웹 프레임워크 e g Flask Django 의 기본적인 지식 혹은 사용한 경험이 있으신 분,"따라서, 아래, 기준, 분, 데이터베이스, 대한, 경험, 분, 프로덕션, 환경, 파이썬, 프로그래밍, 및, 스크립팅, 개발, 경험, 분, 웹, 프레임워크, 의, 기본, 지식, 사용, 경험, 분","rdb, or, nosql, python, e, g, flask, django",데이터 엔지니어
Python 개발 경험 영상 이미지 데이터 레이블링 경험 다양한 데이터 형식 Format 에 대하여 능통하게 다룰 수 있는 분 의사소통이 원활하고 긍정적인 분 맡은 일에 책임감을 가지고 성실하신 분,"개발, 경험, 영상, 이미지, 데이터, 레이블, 링, 경험, 데이터, 형식, 대하, 수, 분, 의사소통, 긍정, 분, 일, 책임감, 가지, 분","python, format",데이터 엔지니어
데이터 파이프라인 개발 및 운영 경력 3년 이상 경험자 Kafka Spark 스트림 처리 프로세싱 및 운영 경험자 Hadoop Eco System 운영 경험자 Python SQL 등 언어 활용 능력이 있으신 분,"데이터, 파이프라인, 개발, 및, 운영, 경력, 이상, 경험, 스트림, 처리, 프로세싱, 및, 운영, 경험, 운영, 경험, 등, 언어, 활용, 능력, 분","kafka, spark, hadoop, eco, system, python, sql",데이터 엔지니어
linux 기반 환경에서 개발 가능하신 분 영문 기술문서 이해 가능하신 분 경험하지 못한 language framework platform etc 에 대한 접근의지 및 능력을 보유하신 분,"기반, 환경, 개발, 분, 영문, 기술, 문서, 이해, 분, 경험, 못, 대한, 접근, 의지, 및, 능력, 보유, 분","linux, language, framework, platform, etc",데이터 엔지니어
Data flow Architecture 설계가 가능하신 분 ETL 파이프라인 구축 경험이 있으신 분 SQL Query 작성 및 Index 최적화가 가능하신 분 Stored Procedure in SQL Server 작성이 가능하신 분 PM업무 수행이 가능하신 분,"설계, 분, 파이프라인, 구축, 경험, 분, 작성, 및, 최적화, 분, 작성, 분, 업무, 수행, 분","data, flow, architecture, etl, sql, query, index, stored, procedure, in, sql, server, pm",데이터 엔지니어
데이터 엔지니어 관련 실무 경력 7년 이상 또는 그에 준하는 역량 데이터 파이프라인 설계 구축 운영 경험 분산 처리 시스템을 사용하여 대용량 데이터를 처리한 업무 경험 온체인 데이터 엔지니어링 실무 경험자 우대,"데이터, 엔지니어, 관련, 실무, 경력, 이상, 그, 준, 역량, 데이터, 파이프라인, 설계, 구축, 운영, 경험, 분산, 처리, 시스템, 사용, 용량, 데이터, 처리, 업무, 경험, 체인, 데이터, 엔지니어링, 실무, 경험, 우대",,데이터 엔지니어
컴퓨터 공학 데이터 과학 관련 전공자 혹은 그에 해당하는 경험이 있으신 분 Python 프로그래밍 능숙 하신 분 빅데이터 플랫폼 관련 인프라 개발 운영 경험,"컴퓨터, 공학, 데이터, 과학, 관련, 전공자, 그, 해당, 경험, 분, 프로그래밍, 능숙, 분, 빅데이터, 플랫폼, 관련, 인프라, 개발, 운영, 경험",python,데이터 엔지니어
유관경력 4년 이상 Python을 이용한 데이터 처리 및 분석 경험 보유 SQL을 이용한 데이터 처리 및 분석 경험 보유,"유관, 경력, 이상, 이용, 데이터, 처리, 및, 분석, 경험, 보유, 이용, 데이터, 처리, 및, 분석, 경험, 보유","python, sql",데이터 엔지니어
학력 및 경력 사항 4년제 대학교 이상 학위를 보유하신 분 통계학 컴퓨터 공학 산업공학 등 유관전공 4년 이상 데이터 엔지니어 경력 혹은 이에 준하는 역량을 보유하신 분,"학력, 및, 경력, 사항, 대학교, 이상, 학위, 보유, 분, 통계학, 컴퓨터, 공학, 산업, 공학, 등, 유관, 전공, 이상, 데이터, 엔지니어, 경력, 이, 준, 역량, 보유, 분",,데이터 엔지니어
Java 혹은 Python 개발 경험자 빅데이터 클러스터 구축 및 운영을 해보신 분 Hadoop Eco System을 사용하셨던 분 책임감을 가지고 업무를 수행하시는 분,"개발, 경험, 빅데이터, 클러스터, 구축, 및, 운영, 분, 사용, 분, 책임감, 가지, 업무, 수행, 분","java, python, hadoop, eco, system",데이터 엔지니어
전문학사 이상이신 분 웹 개발 기술을 보유하신 분 단독으로 웹 서비스 Back Front DB Deploy 포함 구축 및 배포가 가능하신 분 5년 이상의 경력이 있으신 분 대학원 포함 github bitbucket 등 개인 repository 포트폴리오 제출 필수,"문학사, 이상, 분, 웹, 개발, 기술, 보유, 분, 단독, 웹, 서비스, 포함, 구축, 및, 배포, 분, 이상, 경력, 분, 대학원, 포함, 등, 개인, 포트폴리오, 제출, 필수","back, front, db, deploy, github, bitbucket, repository",데이터 엔지니어
